leafValue( db20(getData("/s11" ?resultsDir "./psf" ?result "psp")) "flo" 5e+08 ) X,leafValue( db20(getData("/s11" ?resultsDir "./psf" ?result "psp")) "flo" 5e+08 ) Y,leafValue( db20(getData("/s11" ?resultsDir "./psf" ?result "psp")) "flo" 7.5e+08 ) X,leafValue( db20(getData("/s11" ?resultsDir "./psf" ?result "psp")) "flo" 7.5e+08 ) Y,leafValue( db20(getData("/s11" ?resultsDir "./psf" ?result "psp")) "flo" 1e+09 ) X,leafValue( db20(getData("/s11" ?resultsDir "./psf" ?result "psp")) "flo" 1e+09 ) Y
500000000,-15.40022031720332,750000000,-15.59387817792429,1000000000,-14.95616038421146
