db20(mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc_with_buffer/spectre/schematic/temp=-40/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc_with_buffer/spectre/schematic/temp=-40/psf" ?result "pac") harmonic -1)))) X,db20(mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc_with_buffer/spectre/schematic/temp=-40/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_SB_VM_25D_TB_tsmc_with_buffer/spectre/schematic/temp=-40/psf" ?result "pac") harmonic -1)))) Y
1000,6.872873817636044
50995,6.872777769663908
100990,6.872659615009281
150985,6.872519355489251
200980,6.872356993258222
250975,6.872172530808143
300970,6.871965970967464
350965,6.871737316902202
400960,6.871486572115018
450955,6.871213740445256
500950,6.870918826068343
550945,6.870601833496642
600940,6.870262767578
650935,6.86990163349631
700930,6.869518436770697
750925,6.86911318325567
800920,6.868685879140759
850915,6.868236530949786
900910,6.867765145541387
950905,6.86727173010769
1000900,6.86675629217422
1050895,6.866218839600371
1100890,6.865659380577784
1150885,6.865077923630612
1200880,6.864474477614967
1250875,6.863849051718434
1300870,6.863201655459789
1350865,6.862532298688022
1400860,6.861840991582539
1450855,6.861127744651975
1500850,6.860392568734198
1550845,6.859635474995427
1600840,6.858856474929775
1650835,6.858055580358745
1700830,6.857232803430509
1750825,6.856388156619422
1800820,6.855521652725219
1850815,6.854633304872531
1900810,6.853723126510353
1950805,6.852791131410881
2000800,6.851837333669214
2050795,6.850861747702761
2100790,6.849864388249988
2150785,6.848845270370432
2200780,6.847804409443451
2250775,6.846741824234217
2300770,6.845657524761901
2350765,6.844551530294265
2400760,6.843423857482293
2450755,6.842274523293069
2500750,6.841103545008362
2550745,6.839910940224677
2600740,6.838696726851604
2650735,6.83746092311095
2700730,6.836203547536619
2750725,6.834924618972736
2800720,6.83362415657331
2850715,6.832302179801044
2900710,6.830958708426418
2950705,6.829593762526914
3000700,6.828207362485777
3050695,6.826799528991074
3100690,6.825370283034733
3150685,6.8239196459113
3200680,6.82244763921738
3250675,6.820954284850458
3300670,6.819439605006838
3350665,6.817903622182351
3400660,6.816346359169652
3450655,6.814767839058056
3500650,6.813168085231981
3550645,6.811547121369924
3600640,6.80990497144348
3650635,6.808241659715946
3700630,6.806557210741397
3750625,6.804851649362877
3800620,6.803125000712402
3850615,6.801377290208475
3900610,6.799608543555603
3950605,6.797818786742744
4000600,6.796008046042589
4050595,6.794176348009526
4100590,6.792323719478802
4150585,6.790450187565535
4200580,6.788555779662739
4250575,6.786640523440386
4300570,6.784704446844488
4350565,6.782747578094908
4400560,6.780769945684815
4450555,6.778771578378802
4500550,6.776752505211933
4550545,6.774712755488142
4600540,6.772652358778879
4650535,6.770571344921801
4700530,6.768469744019271
4750525,6.76634758643713
4800520,6.764204902803121
4850515,6.762041724005488
4900510,6.759858081191626
4950505,6.75765400576649
5000500,6.75542952939129
5050495,6.753184683982143
5100490,6.750919501708114
5150485,6.748634014990332
5200480,6.746328256500139
5250475,6.744002259157584
5300470,6.741656056130337
5350465,6.739289680831469
5400460,6.73690316691845
5450455,6.734496548291768
5500450,6.732069859092896
5550445,6.729623133702821
5600440,6.727156406741017
5650435,6.724669713063141
5700430,6.722163087760152
5750425,6.719636566156263
5800420,6.717090183807521
5850415,6.714523976500324
5900410,6.711937980249649
5950405,6.709332231297775
6000400,6.706706766111794
6050395,6.704061621383457
6100390,6.701396834026251
6150385,6.698712441174372
6200380,6.696008480180918
6250375,6.693284988616488
6300370,6.690542004267321
6350365,6.687779565133524
6400360,6.684997709427681
6450355,6.682196475573531
6500350,6.679375902203244
6550345,6.67653602815664
6600340,6.673676892479328
6650335,6.670798534421245
6700330,6.667900993433982
6750325,6.664984309170652
6800320,6.662048521482864
6850315,6.659093670419632
6900310,6.656119796225715
6950305,6.65312693933945
7000300,6.650115140391952
7050295,6.647084440204245
7100290,6.644034879786669
7150285,6.640966500336194
7200280,6.637879343235427
7250275,6.634773450050439
7300270,6.631648862529389
7350265,6.628505622600561
7400260,6.625343772370632
7450255,6.622163354123096
7500250,6.61896441031646
7550245,6.615746983582307
7600240,6.612511116724108
7650235,6.609256852714692
7700230,6.605984234695521
7750225,6.602693305973443
7800220,6.599384102266487
7850215,6.596056682551295
7900210,6.592711083033923
7950205,6.589347347669564
8000200,6.585965520571002
8050195,6.582565646006794
8100190,6.579147768399825
8150185,6.575711932324869
8200180,6.572258182507636
8250175,6.568786563822662
8300170,6.565297121291401
8350165,6.561789900080656
8400160,6.558264945500978
8450155,6.554722303004624
8500150,6.551162018183954
8550145,6.547584136769644
8600140,6.543988704629093
8650135,6.540375767764357
8700130,6.536745372310673
8750125,6.533097564534623
8800120,6.529432390832413
8850115,6.525749897728029
8900110,6.522050131871646
8950105,6.518333140037874
9000100,6.514598969123804
9050095,6.510847666147578
9100090,6.507079278246288
9150085,6.50329385267473
9200080,6.499491436803233
9250075,6.495672078116144
9300070,6.49183582421003
9350065,6.487982722791847
9400060,6.484112821677722
9450055,6.480226168790429
9500050,6.476322812158275
9550045,6.472402799913263
9600040,6.468466180289274
9650035,6.464513001620347
9700030,6.460543312339102
9750025,6.45655716097505
9800020,6.452554596152524
9850015,6.448535666589576
9900010,6.444500421095993
9950005,6.440448908571286
10000000,6.436381178003543
