db20(mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_VM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_VM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1)))) X,db20(mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_VM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_VM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1)))) Y
1000,4.12673911804233
100990,4.124286236075923
200980,4.121159503508429
300970,4.117360375298754
400960,4.11289061607973
500950,4.10775229743525
600940,4.101947794715121
700930,4.095479789065549
800920,4.088351242567132
900910,4.080565422340606
1000900,4.072125878082517
1100890,4.063036440796862
1200880,4.053301217096052
1300870,4.042924583137525
1400860,4.031911178215279
1500850,4.020265898024127
1600840,4.007993887618228
1700830,3.995100534083116
1800820,3.981591458943178
1900810,3.967472510326031
2000800,3.952749754905182
2100790,3.93742946964425
2200780,3.921518133363165
2300770,3.905022418150796
2400760,3.887949180644665
2500750,3.870305453200374
2600740,3.852098434973255
2700730,3.833335482931801
2800720,3.814024102827528
2900710,3.794171940137862
3000700,3.773786771005551
3100690,3.752876493192516
3200680,3.731449117067371
3300670,3.709512756644855
3400660,3.687075620695367
3500650,3.664146003939673
3600640,3.640732278346235
3700630,3.616842884545486
3800620,3.592486323375175
3900610,3.567671147570148
4000600,3.542405953608662
4100590,3.516699373727021
4200580,3.490560068112607
4300570,3.46399671728541
4400560,3.43701801467627
4500550,3.409632659409115
4600540,3.381849349295856
4700530,3.353676774047849
4800520,3.325123608709928
4900510,3.296198507322474
5000500,3.266910096812152
5100490,3.237266971118112
5200480,3.207277685551158
5300470,3.176950751391096
5400460,3.146294630720667
5500450,3.115317731496241
5600440,3.084028402855816
5700430,3.052434930661189
5800420,3.020545533274893
5900410,2.988368357567271
6000400,2.955911475152644
6100390,2.923182878850695
6200380,2.890190479370313
6300370,2.856942102209535
6400360,2.823445484771439
6500350,2.789708273687512
6600340,2.75573802234584
6700330,2.721542188618366
6800320,2.687128132783003
6900310,2.652503115632798
7000300,2.61767429676943
7100290,2.582648733073396
7200280,2.547433377345919
7300270,2.512035077116789
7400260,2.47646057361098
7500250,2.440716500870571
7600240,2.404809385023475
7700230,2.368745643694233
7800220,2.332531585551036
7900210,2.296173409983068
8000200,2.259677206901586
8100190,2.223048956659976
8200180,2.186294530086236
8300170,2.149419688623413
8400160,2.112430084570708
8500150,2.075331261422562
8600140,2.038128654296408
8700130,2.000827590449335
8800120,1.963433289873001
8900110,1.925950865966115
9000100,1.888385326277932
9100090,1.850741573317564
9200080,1.813024405426752
9300070,1.775238517709311
9400060,1.737388503014918
9500050,1.699478852972055
9600040,1.661513959067324
9700030,1.623498113765479
9800020,1.585435511669512
9900010,1.547330250713794
10000000,1.509186333390434
