db20((mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic -1))) / mag((value(i("V0:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic 0) - value(i("V1:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic 0))))) X,db20((mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic -1))) / mag((value(i("V0:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic 0) - value(i("V1:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=80/psf" ?result "pac") harmonic 0))))) Y
1000,61.44547221331402
100990,61.44233952889169
200980,61.43758026617081
300970,61.43119976818713
400960,61.42320517680901
500950,61.41360540621122
600940,61.40241110996723
700930,61.38963464201343
800920,61.37529001178132
900910,61.35939283383802
1000900,61.34196027240514
1100890,61.32301098116362
1200880,61.3025650387748
1300870,61.28064388056904
1400860,61.25727022687261
1500850,61.23246800844953
1600840,61.20626228954434
1700830,61.17867918901102
1800820,61.14974580000799
1900810,61.11949010873255
2000800,61.0879409126526
2100790,61.05512773867903
2200780,61.02108076169988
2300770,60.98583072387711
2400760,60.94940885507761
2500750,60.91184679478609
2600740,60.87317651581592
2700730,60.83343025010586
2800720,60.79264041685759
2900710,60.75083955324041
3000700,60.7080602472902
3100690,60.66433507652417
3200680,60.61969654410781
3300670,60.57417702361676
3400660,60.52780870436121
3500650,60.48062354053306
3600640,60.43265320367411
3700630,60.38392903847036
3800620,60.33448202185802
3900610,60.28434272540409
4000600,60.23354128091245
4100590,60.18210734918652
4200580,60.1300700918695
4300570,60.07745814626873
4400560,60.02429960306539
4500550,59.97062198679573
4600540,59.91645223899121
4700530,59.86181670385339
4800520,59.80674111633903
4900510,59.75125059252817
5000500,59.69536962214399
5100490,59.6391220630976
5200480,59.58253113792584
5300470,59.52561943199649
5400460,59.46840889335426
5500450,59.41092083408524
5600440,59.35317593308042
5700430,59.29519424008139
5800420,59.2369951808984
5900410,59.17859756369179
6000400,59.12001958621504
6100390,59.06127884392052
6200380,59.00239233883611
6300370,58.94337648912386
6400360,58.8842471392372
6500350,58.82501957059872
6600340,58.76570851272561
6700330,58.70632815473271
6800320,58.64689215715086
6900310,58.58741366400068
7000300,58.52790531506425
7100290,58.46837925830869
7200280,58.40884716241032
7300270,58.34932022933816
7400260,58.28980920695899
7500250,58.23032440162602
7600240,58.17087569071896
7700230,58.11147253510921
7800220,58.05212399151874
7900210,57.99283872475485
8000200,57.93362501979517
8100190,57.87449079370698
8200180,57.81544360738423
8300170,57.75649067708711
8400160,57.69763888577371
8500150,57.63889479421132
8600140,57.58026465186033
8700130,57.52175440752304
8800120,57.4633697197506
8900110,57.40511596700519
9000100,57.34699825757308
9100090,57.28902143922517
9200080,57.23119010862753
9300070,57.17350862049603
9400060,57.11598109650009
9500050,57.05861143391336
9600040,57.00140331401622
9700030,56.94436021024752
9800020,56.88748539611403
9900010,56.8307819528561
10000000,56.77425277687402
550001000,56.77425277687402
550100990,56.77386550901922
550200980,56.77334067605854
550300970,56.77267936861529
550400960,56.77188299039369
550500950,56.77095325031223
550600940,56.76989215294328
550700930,56.76870198735951
550800920,56.76738531450296
550900910,56.76594495320614
551000900,56.76438396500613
551100890,56.76270563790204
551200880,56.7609134692127
551300870,56.75901114769616
551400860,56.757002535095
551500850,56.75489164727095
551600840,56.75268263509043
551700830,56.75037976521784
551800820,56.74798740096786
551900810,56.74550998335967
552000800,56.74295201250726
552100790,56.74031802946887
552200780,56.73761259866826
552300770,56.73484029098749
552400760,56.73200566761879
552500750,56.72911326475048
552600740,56.72616757914875
552700730,56.72317305468486
552800720,56.72013406984487
552900710,56.71705492624741
553000700,56.71393983820714
553100690,56.71079292320858
553200680,56.70761819362952
553300670,56.70441954924526
553400660,56.70120077082851
553500650,56.69796551468343
553600640,56.6947173081006
553700630,56.69145954569385
553800620,56.68819548657492
553900610,56.68492825231973
554000600,56.68166082567653
554100590,56.67839604996552
554200580,56.67513662911811
554300570,56.67188512830371
554400560,56.66864397509226
554500550,56.66541546110152
554600540,56.66220174407881
554700530,56.65900485036923
554800520,56.65582667772326
554900510,56.65266899839943
555000500,56.64953346251963
555100490,56.64642160163705
555200480,56.64333483247916
555300470,56.64027446083112
555400460,56.63724168552684
555500450,56.63423760251786
555600440,56.63126320899319
555700430,56.6283194075246
555800420,56.62540701021538
555900410,56.62252674283217
556000400,56.61967924890175
556100390,56.61686509375738
556200380,56.61408476852017
556300370,56.61133869400361
556400360,56.60862722453132
556500350,56.60595065165835
556600340,56.60330920778989
556700330,56.60070306969018
556800320,56.59813236187826
556900310,56.5955971599059
557000300,56.59309749351577
557100290,56.59063334967811
557200280,56.5882046755051
557300270,56.5858113810426
557400260,56.58345334194031
557500250,56.58113040200109
557600240,56.5788423756111
557700230,56.57658905005312
557800220,56.57437018770487
557900210,56.57218552812579
558000200,56.57003479003435
558100190,56.56791767317992
558200180,56.56583386011167
558300170,56.56378301784871
558400160,56.56176479945437
558500150,56.55977884551853
558600140,56.55782478555152
558700130,56.55590223929316
558800120,56.55401081794056
558900110,56.55215012529828
559000100,56.55031975885429
559100090,56.54851931078526
559200080,56.54674836889455
559300070,56.5450065174861
559400060,56.54329333817762
559500050,56.541608410656
559600040,56.53995131337819
559700030,56.5383216242202
559800020,56.53671892107728
559900010,56.53514278241791
560000000,56.53359278779399
