db20((mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1))) / mag((value(i("V0:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic 0) - value(i("V1:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic 0))))) X,db20((mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic -1))) / mag((value(i("V0:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic 0) - value(i("V1:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=40/psf" ?result "pac") harmonic 0))))) Y
1000,60.77008301581316
100990,60.76741632627375
200980,60.76334672260763
300970,60.7578781457518
400960,60.7510158779413
500950,60.74276652576749
600940,60.73313799909855
700930,60.7221394860041
800920,60.70978142384703
900910,60.6960754667342
1000900,60.68103444953324
1100890,60.66467234868647
1200880,60.64700424006607
1300870,60.62804625413067
1400860,60.60781552865295
1500850,60.58633015929846
1600840,60.56360914833972
1700830,60.5396723517942
1800820,60.51454042527511
1900810,60.48823476884201
2000800,60.46077747113283
2100790,60.4321912530562
2200780,60.40249941130877
2300770,60.37172576197818
2400760,60.33989458447521
2500750,60.30703056602809
2600740,60.27315874695886
2700730,60.23830446694123
2800720,60.20249331242869
2900710,60.16575106542245
3000700,60.1281036537298
3100690,60.0895771028521
3200680,60.0501974896168
3300670,60.0099908969088
3400660,59.96898337403508
3500650,59.92720089178054
3600640,59.88466930673909
3700630,59.84141432417238
3800620,59.79746146369247
3900610,59.75283602707507
4000600,59.70756306820267
4100590,59.66166736512611
4200580,59.61517339422274
4300570,59.56810530642007
4400560,59.52048690544467
4500550,59.4723416280496
4600540,59.42369252616714
4700530,59.37456225092583
4800520,59.32497303847097
4900510,59.27494669751744
5000500,59.22450459856569
5100490,59.17366766470721
5200480,59.1224563639426
5300470,59.07089070293846
5400460,59.01899022214401
5500450,58.96677399219017
5600440,58.91426061149691
5700430,58.86146820500937
5800420,58.8084144239911
5900410,58.75511644679962
6000400,58.70159098057321
6100390,58.64785426375968
6200380,58.59392206941972
6300370,58.53980970923961
6400360,58.48553203819206
6500350,58.43110345978444
6600340,58.37653793183716
6700330,58.32184897273892
6800320,58.26704966812574
6900310,58.21215267793643
7000300,58.15717024379612
7100290,58.1021141966875
7200280,58.04699596486501
7300270,57.99182658197719
7400260,57.93661669535872
7500250,57.8813765744606
7600240,57.82611611938628
7700230,57.77084486950636
7800220,57.71557201212299
