db20((mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1))) / mag((value(i("V0:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic 0) - value(i("V1:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic 0))))) X,db20((mag((value(v("VO_IP" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1) - value(v("VO_IN" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic -1))) / mag((value(i("V0:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic 0) - value(i("V1:p" ?resultsDir "/data/ee20b087/simulation/Mixer_DB_CM_25D_TB_tsmc/spectre/schematic/temp=0/psf" ?result "pac") harmonic 0))))) Y
1000,60.00586166248334
100990,60.00363763276336
200980,60.00022789495279
300970,59.99563524003287
400960,59.98986341924706
500950,59.98291713392099
600940,59.97480202275945
700930,59.96552464669206
800920,59.95509247135416
900910,59.94351384729774
1000900,59.93079798804352
1100890,59.91695494609171
1200880,59.90199558702128
1300870,59.88593156181359
1400860,59.86877527754516
1500850,59.85053986659828
1600840,59.83123915454421
1700830,59.8108876268562
1800820,59.78950039461154
1900810,59.76709315934249
2000800,59.74368217719675
2100790,59.71928422256486
2200780,59.69391655132949
2300770,59.6675968638909
2400760,59.64034326811232
2500750,59.61217424233118
2600740,59.58310859856893
2700730,59.55316544607024
2800720,59.5223641552932
2900710,59.49072432246432
3000700,59.45826573480336
3100690,59.42500833651678
3200680,59.39097219564868
3300670,59.35617747186707
3400660,59.32064438525994
3500650,59.28439318620049
3600640,59.24744412633927
3700630,59.20981742982492
3800620,59.17153327038343
3900610,59.13261174043944
4000600,59.09307283059147
4100590,59.05293640586563
4200580,59.01222218414171
4300570,58.97094971586542
4400560,58.92913836504151
4500550,58.88680729149798
4600540,58.84397543440966
4700530,58.80066149705819
4800520,58.75688393280853
4900510,58.71266093227284
5000500,58.66801041163416
5100490,58.62295000209389
5200480,58.57749704041056
5300470,58.53166856049071
5400460,58.4854812859941
5500450,58.43895162391111
5600440,58.39209565907411
5700430,58.34492914955536
5800420,58.29746752291572
5900410,58.24972587325544
6000400,58.20171895902732
6100390,58.15346120157016
6200380,58.10496668431769
6300370,58.0562491526456
6400360,58.00732201431249
6500350,57.95819834045761
6600340,57.90889086711429
6700330,57.85941199720413
6800320,57.80977380297344
6900310,57.75998802883799
7000300,57.71006609460112
7100290,57.66001909901411
7200280,57.60985782364632
7300270,57.55959273703613
7400260,57.50923399909387
7500250,57.45879146573058
7600240,57.4082746936851
7700230,57.35769294552782
7800220,57.30705519481597
7900210,57.25637013138061
8000200,57.20564616672324
8100190,57.15489143950474
8200180,57.1041138211078
8300170,57.05332092125627
8400160,57.00252009367681
8500150,56.95171844178689
8600140,56.90092282439757
8700130,56.85013986141733
8800120,56.79937593954634
8900110,56.74863721795039
9000100,56.6979296339056
9100090,56.64725890840345
9200080,56.59663055171091
9300070,56.54604986887553
9400060,56.49552196517077
9500050,56.44505175147635
9600040,56.3946439495855
9700030,56.34430309743803
9800020,56.29403355427275
9900010,56.24383950569638
10000000,56.19372496866604
550001000,56.19372496866604
550100990,56.1934935381299
550200980,56.19317696741101
550300970,56.19277573455304
550400960,56.19229045919724
550500950,56.19172190005585
550600940,56.19107095181747
550700930,56.19033864150754
550800920,56.18952612433215
550900910,56.18863467903615
551000900,56.18766570281061
551100890,56.18662070578659
